,Status,Progress,Duration (in seconds),Gender,Q20_Page Submit,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,past_life_experience,out_of_body_experience,spirit_world_experience,past_life_belief,out_of_body_belief,spirit_world_belief,comb exp,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
491,0,100,174,Woman,102.762,3,1,3,5,5,3,5,1,3,2,0,-1,0,2,-1,2,-1,2,2,2.333333333,4.333333333,2.2,-0.5,0.5,1.25,2.955555555,104,18,Woman,1.623606798,5,2,0,0,5,2,0,0,0,2.236067977,5,1,0,0
507,0,100,181,Woman,93.04,0,0,0,1,2,0,4,4,4,3,5,1,2,1,1,1,1,2,1,0,1,4,1.5,1,1.25,1.666666667,427,23,Woman,1.55,4,1,0,4.5,3,2,0,0,1,0,1,0,4,5
516,0,100,263,Woman,128.102,1,2,0,4,2,4,2,0,0,0,0,-2,-1,-1,-2,-2,-2,0,-2,1,3.333333333,0.4,-1.5,-1.5,-1.5,1.577777778,175,18,Woman,1.55,5,3,2,1.5,2,1,1,0,0,0,1,0,2,1
527,0,100,478,Woman,125.046,0,0,0,1,0,2,0,0,1,0,0,-1,1,-1,-1,-1,1,-1,-1,0,1,0.2,0,-1,-0.5,0.4,899,18,Woman,1.6,4,4,1,0,4,2,0,0,1,0,5,0,0,0
540,0,100,282,Woman,103.104,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,-1,0.5,0,363,19,Woman,1.582842713,2,2,0,3,3,1,0,0,2,2.828427125,4,2,4,2
546,0,100,176,Woman,74.341,1,1,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0.666666667,0.333333333,0.2,0,-1,0,0.4,682,18,Woman,1.6,3,2,2,2,3,3,0,0,1,0,5,0,1,3
552,0,100,232,Woman,133.197,1,4,1,4,0,2,3,0,0,0,0,1,1,-1,1,1,1,0,1,2,2,0.6,1,0,0.75,1.533333333,196,19,Woman,1.6,5,4,1,1,5,0,0,0,0,0,5,0,1,1
559,0,100,125,Woman,70.901,0,0,1,4,1,2,0,0,0,0,0,0,-1,-1,1,0,-1,-2,0,0.333333333,2.333333333,0,-0.5,0,-0.75,0.888888889,181,18,Woman,1.6,4,3,1,0,3,2,2,0,1,0,5,0,0,0
571,0,100,435,Man,215.684,1,1,0,2,1,0,3,0,1,5,3,-1,-1,-1,-1,1,-1,1,0,0.666666667,1,2.4,-1,-1,0.25,1.355555556,203,18,Man,1.55,3,4,4,1.5,1,1,1,0,0,0,0,2,0,3
582,0,100,225,Man,123.466,4,0,0,3,3,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1.333333333,2,0.8,0,0,0.5,1.377777778,765,18,Man,1.6,3,3,1,0,4,3,0,0,2,0,2,0,0,0
589,0,100,282,Woman,183.502,0,0,0,2,2,0,0,0,0,0,0,-2,-2,0,-1,-2,-2,-2,-2,0,1.333333333,0,-2,-0.5,-2,0.444444444,447,19,Woman,1.6,4,3,1,0,3,3,1,0,1,0,3,0,0,0
595,0,100,255,Woman,162.902,1,0,1,5,4,1,4,3,1,5,5,1,0,2,2,2,2,2,2,0.666666667,3.333333333,3.6,0.5,2,2,2.533333333,731,18,Woman,1.6,5,4,1,0,4,2,0,0,0,0,5,0,0,0
602,0,100,174,Woman,99.854,1,2,2,4,1,0,1,1,1,1,0,0,1,1,-1,-1,-1,1,1,1.666666667,1.666666667,0.8,0.5,0,0,1.377777778,269,18,Woman,1.6,3,4,0,2,3,3,0,0,0,1,1,1,2,2
622,0,100,394,Woman,60.305,0,1,1,2,0,0,3,0,0,0,0,0,0,1,1,-1,1,1,1,0.666666667,0.666666667,0.6,0,1,0.5,0.644444445,492,18,Woman,1.6,4,5,0,1,3,1,0,0,2,0,0,5,2,0
643,0,100,125,Woman,53.681,0,0,2,3,3,0,0,0,0,0,0,-2,-1,-1,-1,-1,0,0,-2,0.666666667,2,0,-1.5,-1,-0.75,0.888888889,810,18,Woman,1.6,4,2,0,0,3,3,0,0,4,0,0,5,0,0
664,0,100,1171,Man,1013.167,3,1,1,1,1,3,3,3,3,0,1,-1,0,0,0,0,0,0,0,1.666666667,1.666666667,2,-0.5,0,0,1.777777778,599,18,Man,1.6,4,3,1,0,3,3,0,0,2,0,0,0,0,0
672,0,100,168,Woman,99.06,0,0,0,3,3,0,0,0,0,0,3,-2,-2,-2,-2,0,-2,-2,-2,0,2,0.6,-2,-2,-1.5,0.866666667,648,19,Woman,1.583,3,5,0,3,0,1,0,0,1,2.83,4,2,3,3
73,0,100,369,Woman,325.548,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-1,0,-2,0,0,0,-2,-2,-1.25,0,795,19,Woman,1.5,3,3,1,3,3,2,0,0,0,0,0,5,5,1
80,0,100,189,Man,113.406,2,2,3,5,4,3,3,0,0,0,4,1,1,1,2,2,1,1,1,2.333333333,4,1.4,1,1.5,1.25,2.577777778,695,21,Man,1.45,2,4,1,1.5,2,1,0,0,3,0,5,0,0,3
124,0,100,222,Woman,103.883,3,2,1,0,1,2,3,0,0,0,0,1,0,0,0,0,-1,1,2,2,1,0.6,0.5,0,0.5,1.2,689,18,Woman,1.45,5,3,1,1.5,4,0,0,0,0,0,0,4,2,1
140,0,100,513,Man,47.779,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,-1,1,1,0,0,0.6,0.5,0,0.75,0.2,777,18,Man,1.45,2,1,0,0.5,4,3,0,0,4,0,0,0,1,0
215,0,100,232,Woman,149.889,0,1,0,2,2,1,1,1,1,0,2,-1,0,0,-1,0,1,1,0,0.333333333,1.666666667,1,-0.5,-0.5,0.5,1,149,20,Woman,1.5,3,1,2,1,4,2,0,0,0,2,2,2,1,1
240,0,100,252,Man,85.051,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,-1,0,0,0,0,0,0,-0.5,-0.25,0,502,20,Man,1.45,3,3,2,2.5,2,1,0,0,1,0,3,0,2,3
241,0,100,439,Man,327.086,0,0,0,0,0,0,1,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0.4,-2,-2,-2,0.133333333,240,19,Man,1.5,1,3,1,3,2,4,0,0,1,0,4,0,2,4
244,0,100,211,Woman,104.087,0,0,0,2,0,2,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,1.333333333,0,-2,-2,-2,0.444444444,507,18,Woman,1.5,4,4,1,0,3,3,0,0,0,0,5,0,0,0
265,0,100,303,Woman,102.097,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-1,-1,-1,0,0,0,0,-1.5,-2,-0.75,0,349,18,Woman,1.5,4,2,0,0,3,4,0,0,2,0,0,5,0,0
278,0,100,136,Man,61.014,0,0,0,2,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,0,1.333333333,0.2,-1,-1,-0.25,0.511111111,638,18,Man,1.541,2,3,4,2,2,1,0,0,0,1.41,2,1,2,2
291,0,100,150,Woman,80.373,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0.333333333,0.333333333,0.4,0.5,1,0.75,0.355555555,48,19,Woman,1.5,2,1,4,4,1,3,0,0,0,0,1,0,4,4
316,0,100,89,Woman,36.629,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.333333333,0,0,1,1,0.75,0.111111111,852,18,Woman,1.5,4,3,0,0,3,1,0,0,4,0,0,3,0,0
320,0,100,254,Woman,133.514,0,0,0,0,0,1,0,0,0,0,0,-2,-2,-1,-2,-2,-2,-1,-2,0,0.333333333,0,-2,-1.5,-1.75,0.111111111,434,19,Woman,1.5,3,1,2,3,1,5,0,0,0,0,4,0,2,4
333,0,100,191,Woman,97.346,0,0,0,0,0,0,0,0,0,0,5,-2,-2,-2,-2,2,-2,2,2,0,0,1,-2,-2,1,0.333333333,439,19,Woman,1.45,3,3,2,0.5,1,0,0,5,0,0,5,0,1,0
342,0,100,131,Man,57.083,0,0,1,2,1,1,1,0,0,0,1,1,0,0,-1,1,-1,1,-1,0.333333333,1.333333333,0.4,0.5,-0.5,0,0.688888889,623,19,Man,1.45,4,4,0,0.5,2,3,0,0,1,0,1,0,0,1
351,0,100,172,Woman,117.989,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,0,0,0,-1,0.5,0,215,20,Woman,1.5,4,4,0,0,3,0,0,0,4,0,5,0,0,0
359,0,100,169,Woman,64.598,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,-1,-1,0,0,0,0,1,-0.75,0,77,19,Woman,1.45,3,2,0,0.5,3,5,0,0,1,0,4,0,0,1
374,0,100,194,Woman,96.442,0,0,0,0,0,0,1,0,0,1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,0.6,0,0,-1,0.2,687,18,Woman,1.45,3,1,0,2.5,3,3,0,0,2,0,0,4,3,2
399,0,100,174,Woman,81.607,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,-2,-2,-0.5,0,649,19,Woman,1.5,2,2,3,0,3,3,0,0,1,1,1,1,0,0
440,0,100,119,Woman,58.034,0,0,0,1,0,0,2,0,0,0,2,-2,-2,0,-2,2,2,2,2,0,0.333333333,0.8,-2,-1,2,0.377777778,166,20,Woman,1.5,0,5,2,3,3,0,1,1,0,0,1,0,3,3
453,0,100,147,Woman,68.057,0,0,0,3,3,3,0,0,0,0,0,-2,-2,-2,-1,-2,-2,-2,-2,0,3,0,-2,-1.5,-2,1,850,19,Woman,1.5,2,1,3,0,3,3,0,0,3,0,0,2,0,0
465,0,100,193,Woman,78.974,0,0,0,0,0,0,3,1,1,0,0,0,0,1,-1,2,0,1,1,0,0,1,0,0,1,0.333333333,106,18,Woman,1.523205081,3,1,0,1.5,3,4,0,0,1,1.732050808,3,1,2,1
501,0,100,295,Another,132.484,0,0,0,4,3,0,4,5,5,3,3,-1,-1,1,-1,1,0,1,1,0,2.333333333,4,-1,0,0.75,2.111111111,295,19,Non-binary,1.45,4,5,0,2.5,1,2,0,0,0,0,5,0,1,4
504,0,100,217,Another,81.962,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.333333333,0,0.5,0.5,0.25,0.444444444,390,18,Non-binary,1.45,3,4,1,0.5,2,1,0,0,3,0,5,0,0,1
562,0,100,75,Another,32.379,0,0,0,4,1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,1.666666667,0,0,0,0,0.555555556,804,19,Non-binary,1.5,4,3,0,0,5,2,0,0,1,0,5,0,0,0
597,0,100,151,Woman,64.786,0,1,3,4,0,1,1,0,0,1,1,1,0,0,0,-1,-1,0,0,1.333333333,1.666666667,0.6,0.5,0,-0.5,1.2,601,19,Woman,1.491,2,2,0,1.5,2,3,0,0,3,1.41,1,2,2,1
618,0,100,91,Woman,50.547,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,33,19,Woman,1.45,3,3,1,1.5,1,0,0,0,4,1,1,1,1,2
79,0,100,218,Woman,109.821,0,0,0,5,4,0,0,0,0,0,0,-2,0,-1,-2,-2,-2,-1,-2,0,3,0,-1,-1.5,-1.75,1,615,19,Woman,1.35,5,4,0,0.5,2,0,0,0,2,0,3,0,1,0
101,0,100,132,Woman,65.259,2,3,1,3,2,1,0,2,0,2,4,0,1,1,0,1,1,2,2,2,2,1.6,0.5,0.5,1.5,1.866666667,877,19,Woman,1.4,3,3,1,0,2,3,0,0,2,0,2,0,0,0
103,0,100,166,Woman,67.005,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.2,1,0,0.25,0.066666667,594,19,Woman,1.391,4,2,0,1.5,3,2,0,0,0,1.41,2,1,1,2
151,0,100,98,Woman,46.212,2,0,0,3,0,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0.666666667,1,0.4,0.5,1,0.5,0.688888889,772,18,Woman,1.35,4,3,0,1.5,2,1,0,0,2,0,0,5,1,2
245,0,100,149,Woman,106.254,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,107,18,Woman,1.373205081,5,2,0,0,3,2,0,0,0,1.732050808,3,1,0,0
271,0,100,237,Woman,184.349,3,1,0,3,2,0,4,1,1,0,3,2,2,2,-1,2,0,2,1,1.333333333,1.666666667,1.8,2,0.5,1.25,1.6,288,18,Woman,1.4,4,5,1,0,2,1,1,0,0,0,0,5,0,0
274,0,100,224,Woman,95.938,1,0,0,1,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,1,-2,0.333333333,0.333333333,0.4,-2,-2,-1.25,0.355555555,724,19,Woman,1.35,5,1,1,0.5,3,2,0,0,1,0,5,0,1,0
294,0,100,200,Woman,106.694,0,0,0,2,5,0,1,0,2,0,0,-1,1,-2,-2,0,1,1,1,0,2.333333333,0.6,0,-2,0.75,0.977777778,154,19,Woman,1.4,3,3,2,2,2,2,0,0,0,0,5,0,2,2
296,0,100,338,Woman,185.831,0,0,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-1,-2,0,0.666666667,0,-0.5,-2,-1.25,0.222222222,397,18,Woman,1.4,3,1,1,4,3,2,0,0,0,0,4,0,3,5
335,0,100,163,Woman,102.673,0,0,0,5,2,2,3,2,2,0,5,1,1,2,1,2,2,2,2,0,3,2.4,1,1.5,2,1.8,718,21,Woman,1.4,4,2,1,0,3,3,0,0,1,0,5,0,0,0
337,0,100,202,Woman,99.093,0,0,5,3,3,0,5,5,3,0,5,2,0,2,1,2,1,2,2,1.666666667,2,3.6,1,1.5,1.75,2.422222222,19,18,Woman,1.4,4,5,0,0,3,0,0,1,1,0,0,0,0,0
371,0,100,202,Woman,73.589,0,0,0,5,2,5,0,0,0,0,0,-1,0,-1,-1,-2,-1,-1,-1,0,4,0,-0.5,-1,-1.25,1.333333333,315,19,Woman,1.423205081,4,2,0,2.5,3,0,0,0,1,1.732050808,1,3,2,3
428,0,100,194,Man,80.568,0,0,2,0,0,0,1,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0.666666667,0,0.4,-2,-2,-2,0.355555556,213,20,Man,1.4,5,4,0,0,1,4,0,0,0,0,0,0,0,0
431,0,100,134,Man,65.919,0,0,0,1,1,0,3,0,0,0,2,0,1,-1,-2,1,2,2,-1,0,0.666666667,1,0.5,-1.5,1,0.555555556,435,19,Man,1.4,4,3,0,1,3,2,0,0,1,0,2,0,1,1
443,0,100,155,Prefer not to say,82.802,1,1,2,3,0,1,5,1,0,0,3,1,2,2,2,2,2,2,2,1.333333333,1.333333333,1.8,1.5,2,2,1.488888889,41,18,Other/prefer not to say,1.35,4,5,0,2.5,1,1,0,0,0,0,4,0,1,4
448,0,100,153,Woman,78.249,1,2,0,2,2,0,5,2,4,0,0,1,0,1,1,0,2,1,1,1,1.333333333,2.2,0.5,1,1,1.511111111,100,18,Woman,1.35,3,4,0,0.5,2,3,0,0,1,0,5,0,0,1
494,0,100,150,Woman,80.406,0,0,2,5,5,5,3,0,0,1,5,0,0,-1,-2,-2,-1,-2,-1,0.666666667,5,1.8,0,-1.5,-1.5,2.488888889,602,18,Woman,1.4,3,2,3,0,5,1,0,0,0,0,0,0,0,0
498,0,100,327,Woman,59.596,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-2,-2,-2,-1,-1,-1,0,0,0,-1.5,-2,-1.25,0,705,19,Woman,1.446,4,4,0,0,2,0,0,0,1,3.46,4,3,0,0
543,0,100,123,Woman,70.848,1,0,1,0,0,0,1,1,0,0,0,0,1,1,-1,0,0,0,1,0.666666667,0,0.4,0.5,0,0.25,0.355555556,127,18,Woman,1.423205081,2,2,0,0.5,2,2,0,0,4,1.732050808,3,1,1,0
555,0,100,172,Woman,84.361,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,-2,-1,-2,0,-1,0,0,0,0.5,-1,-1,0,563,18,Woman,1.4,4,2,3,0,2,1,0,0,2,0,0,2,0,0
561,0,100,368,Woman,93.29,0,0,0,4,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3.333333333,0.2,0.5,0,0.25,1.177777778,93,18,Woman,1.394948974,2,3,1,0.5,2,2,0,0,1,2.449489743,2,3,0,1
628,0,100,145,Woman,68.524,0,0,0,3,0,0,0,0,0,0,0,1,2,-2,1,-2,-2,-2,1,0,1,0,1.5,-0.5,-1.25,0.333333333,177,18,Woman,1.373606798,0,0,2,1.5,3,5,0,0,0,2.236067977,1,5,3,0
671,0,100,222,Woman,126.96,3,2,0,4,0,0,0,0,0,0,2,1,2,0,0,1,2,1,0,1.666666667,1.333333333,0.4,1.5,0,1,1.133333333,88,18,Woman,1.4,5,1,5,0,3,0,0,0,0,0,0,5,0,0
41,0,100,192,Woman,129.362,0,0,3,3,1,2,1,1,4,0,0,-1,0,2,1,-1,-1,1,1,1,2,1.2,-0.5,1.5,0,1.4,851,20,Woman,1.3,4,4,0,0,2,1,0,0,2,0,5,0,0,0
52,0,100,171,Woman,67.764,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-1,0,0,0,-1.5,-1,-1,0,470,20,Woman,1.25,1,3,2,0.5,3,2,0,0,1,0,4,0,1,0
72,0,100,275,Woman,133.4,0,0,3,3,0,0,0,0,0,0,3,0,-2,-2,-2,2,2,2,0,1,1,0.6,-1,-2,1.5,0.866666667,596,19,Woman,1.3,5,5,0,0,1,2,0,0,0,0,5,0,0,0
143,0,100,144,Man,63.423,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-1,-2,-2,-2,0,0.333333333,0,-2,-2,-1.75,0.111111111,453,18,Man,1.25,3,2,1,0.5,2,3,0,0,0,1,1,1,0,1
154,0,100,199,Woman,104.018,1,0,1,4,4,2,2,0,0,0,0,1,1,1,-1,1,1,1,-1,0.666666667,3.333333333,0.4,1,0,0.5,1.466666667,908,23,Woman,1.25,5,2,0,0.5,5,0,0,0,0,0,5,0,1,0
173,0,100,112,Woman,60.609,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.333333333,0.666666667,0,0,0,0.75,0.333333333,140,19,Woman,1.25,4,3,2,3.5,0,0,0,0,0,0,3,0,3,4
283,0,100,157,Another,78.936,0,0,0,4,2,2,4,2,2,3,5,-1,-1,0,0,0,1,1,1,0,2.666666667,3.2,-1,0,0.75,1.955555556,365,22,Non-binary,1.25,4,3,0,1.5,3,1,0,0,0,0,5,0,1,2
301,0,100,224,Man,121.115,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,404,18,Man,1.25,1,2,1,1.5,1,5,0,0,1,0,4,0,0,3
304,0,100,500,Woman,398.292,0,0,0,3,2,2,1,0,0,4,1,-1,1,-1,-1,-1,0,0,0,0,2.333333333,1.2,0,-1,-0.25,1.177777778,481,18,Woman,1.25,2,1,0,2.5,4,2,1,0,0,0,1,0,1,4
313,0,100,470,Woman,402.616,0,0,0,2,1,1,1,0,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,0,1.333333333,0.6,-2,-1,-1,0.644444444,540,18,Woman,1.273,2,3,0,0,3,2,0,0,1,1.73,1,3,0,0
336,0,100,110,Woman,44.983,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,1,1,1,0,0,0,-1,-2,0.75,0,619,18,Woman,1.3,5,4,0,0,1,3,0,0,0,0,5,0,0,0
354,0,100,227,Woman,105.093,0,0,0,1,2,1,3,0,0,0,2,1,0,1,1,2,-2,1,1,0,1.333333333,1,0.5,1,0.5,0.777777778,218,18,Woman,1.3,4,2,0,0,3,4,0,0,0,0,5,0,0,0
389,0,100,290,Woman,129.049,1,0,1,2,0,0,1,1,0,1,1,-1,-1,0,-2,-1,-1,1,1,0.666666667,0.666666667,0.8,-1,-1,0,0.711111111,47,18,Woman,1.3,3,1,0,2,3,0,0,0,2,2,2,2,3,1
437,0,100,116,Woman,62.182,3,3,1,1,0,0,3,0,0,0,1,-1,-2,2,-2,2,2,1,2,2.333333333,0.333333333,0.8,-1.5,0,1.75,1.155555555,459,19,Woman,1.3,3,4,0,1,3,1,0,0,1,0,0,5,1,1
439,0,100,189,Woman,87.379,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2,0,1,-2,0,0,0.2,0.5,0,-0.75,0.066666667,342,19,Woman,1.3,3,3,0,2,3,1,0,0,1,0,0,1,1,3
502,0,100,116,Woman,55.766,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0.4,0.5,0,0.75,0.133333333,328,19,Woman,1.3,4,2,0,2,3,2,0,0,0,0,5,0,3,1
538,0,100,117,Woman,51.15,0,2,2,3,3,0,4,4,4,2,2,-1,-1,1,-2,1,-1,2,2,1.333333333,2,3.2,-1,-0.5,1,2.177777778,82,18,Woman,1.3,2,1,0,3,5,2,0,0,0,0,2,0,3,3
553,0,100,91,Woman,48.547,3,2,2,2,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.333333333,1.666666667,0.2,-1,-1,-1,1.4,802,18,Woman,1.3,4,4,0,0,4,1,0,0,0,0,0,0,0,0
578,0,100,242,Woman,131.577,0,0,3,2,0,0,0,0,1,4,4,0,-1,0,-1,0,1,1,1,1,0.666666667,1.8,-0.5,-0.5,0.75,1.155555556,335,18,Woman,1.3,5,5,0,0,1,2,0,0,0,0,0,1,0,0
617,0,100,319,Woman,167.303,0,0,0,3,1,0,5,0,0,5,5,-2,-2,1,-2,2,-2,-2,1,0,1.333333333,3,-2,-0.5,-0.25,1.444444444,421,19,Woman,1.25,3,2,1,0.5,4,2,0,0,0,0,0,5,1,0
666,0,100,354,Prefer not to say,179.3,2,2,2,4,4,2,1,1,0,2,4,0,0,1,0,1,1,1,0,2,3.333333333,1.6,0,0.5,0.75,2.311111111,20,18,Other/prefer not to say,1.3,4,0,1,2,3,2,0,0,1,0,5,0,1,3
673,0,100,167,Woman,72.546,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0.222222222,729,19,Woman,1.283,2,3,0,0,3,0,0,0,2,2.83,2,4,0,0
8,0,100,79,Woman,42.326,1,2,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0.333333333,0.2,0.5,1,0.5,0.511111111,709,20,Woman,1.195,4,3,0,0.5,1,0,0,0,1,2.45,2,3,1,0
57,0,100,142,Another,74.565,0,1,1,4,1,2,3,1,0,0,4,0,1,1,-2,2,-2,2,1,0.666666667,2.333333333,1.6,0.5,-0.5,0.75,1.533333333,803,19,Non-binary,1.2,5,4,0,0,3,0,0,0,0,0,3,0,0,0
139,0,100,483,Woman,159.896,2,1,0,5,5,3,1,0,0,2,1,1,1,0,-1,0,1,0,0,1,4.333333333,0.8,1,-0.5,0.25,2.044444444,826,18,Woman,1.2,5,2,1,1,3,0,0,0,0,0,0,0,1,1
217,0,100,151,Another,58.089,0,0,0,5,5,3,0,0,0,0,0,-2,-2,-1,0,-2,2,-1,-2,0,4.333333333,0,-2,-0.5,-0.75,1.444444444,379,18,Non-binary,1.223606798,0,5,0,0,1,2,0,0,2,2.236067977,5,1,0,0
223,0,100,205,Woman,73.99,0,1,0,0,0,0,2,0,0,0,1,0,1,0,-1,0,0,2,0,0.333333333,0,0.6,0.5,-0.5,0.5,0.311111111,129,18,Woman,1.15,2,0,2,0.5,0,3,3,0,1,0,5,0,0,1
264,0,100,283,Another,62.001,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0.5,0,0.75,0.666666667,707,18,Non-binary,1.15,2,3,2,2.5,1,1,0,0,0,0,4,0,2,3
266,0,100,102,Woman,44.777,0,0,0,1,0,0,1,0,0,0,0,-2,-2,-2,-2,0,-2,0,0,0,0.333333333,0.2,-2,-2,-0.5,0.177777778,429,18,Woman,1.2,4,2,1,0,2,3,0,0,0,0,5,0,0,0
317,0,100,150,Woman,87.489,0,0,0,3,3,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,2.333333333,0,-0.5,1,1,0.777777778,871,18,Woman,1.15,4,1,1,2.5,1,2,0,0,0,0,0,5,2,3
331,0,100,228,Woman,67.148,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,0,0,1,0,0,0,-0.5,-1.5,0.25,0,370,19,Woman,1.2,3,3,1,0,3,1,1,0,0,0,0,0,0,0
338,0,100,107,Woman,50.67,5,5,3,1,1,5,5,3,3,0,0,2,2,0,-2,2,0,2,2,4.333333333,2.333333333,2.2,2,-1,1.5,2.955555555,169,18,Woman,1.2,2,3,0,0,2,2,0,0,3,0,0,1,0,0
372,0,100,381,Woman,244.359,0,0,0,1,1,1,1,0,0,0,0,-1,-2,-1,-2,-2,1,1,1,0,1,0.2,-1.5,-1.5,0.25,0.4,188,18,Woman,1.2,2,5,1,3,0,0,0,0,1,0,0,1,2,4
449,0,100,156,Woman,82.029,2,2,0,2,3,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1.333333333,1.666666667,0.2,1,0.5,1.25,1.066666667,382,18,Woman,1.2,1,3,0,1,2,1,0,0,2,2,2,2,1,1
466,0,100,201,Woman,128.607,0,0,0,3,1,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,1.333333333,0.2,-2,-2,-2,0.511111111,835,19,Woman,1.15,2,2,2,2.5,2,1,0,0,0,0,3,0,3,2
515,0,100,65,Woman,37.646,2,3,1,2,3,1,4,1,2,1,2,0,-1,0,-1,0,0,-1,-1,2,2,2,-0.5,-0.5,-0.5,2,352,20,Woman,1.2,4,1,4,1,0,2,0,0,0,0,0,4,2,0
532,0,100,176,Woman,74.69,0,0,0,3,0,0,0,0,1,0,0,1,-1,-1,-1,-1,0,-1,-1,0,1,0.2,0,-1,-0.75,0.4,571,19,Woman,1.2,3,2,0,0,3,1,0,0,3,0,0,5,0,0
547,0,100,303,Woman,218.1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0.666666667,0.2,0,-0.5,0.25,0.288888889,243,20,Woman,1.244948974,2,2,0,0,4,1,0,0,1,2.449489743,2,3,0,0
642,0,100,592,Woman,194.863,1,0,3,1,1,3,1,0,0,0,1,0,-1,0,-2,1,-1,2,1,1.333333333,1.666666667,0.4,-0.5,-1,0.75,1.133333333,134,18,Woman,1.2,4,4,0,3,1,0,0,0,0,0,0,0,4,2
644,0,100,131,Woman,72.603,3,3,0,4,4,0,3,2,1,0,0,1,0,1,-1,1,1,-1,1,2,2.666666667,1.2,0.5,0,0.5,1.955555556,805,18,Woman,1.2,2,5,0,1,0,4,0,0,0,0,5,0,0,2
168,0,100,108,Woman,56.871,0,1,2,0,0,0,1,0,0,0,1,1,0,-1,-2,2,2,2,1,1,0,0.4,0.5,-1.5,1.75,0.466666667,838,18,Woman,1.1,2,4,0,0,3,2,0,0,0,0,0,0,0,0
216,0,100,130,Woman,72.074,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-1,-2,-2,0,0.333333333,0,-2,-2,-1.75,0.111111111,839,18,Woman,1.1,1,1,2,3,0,2,0,0,2,0,5,0,3,3
