,Progress,Duration (in seconds),Finished,Q3,Q49,Q4,Q5,Q6,Q14_Page Submit,Flow questionnaire 1_1,Flow questionnaire 1_2,Flow questionnaire 1_3,Flow questionnaire 1_4,Flow questionnaire 1_5,Flow questionnaire 1_6,Flow questionnaire 1_7,Flow questionnaire 1_8,Flow questionnaire 1_9,Flow questionnaire 1_10,Flow questionnaire 2_1,Flow questionnaire 2_2,Flow questionnaire 2_3,Flow questionnaire 2_4,Flow questionnaire 2_5,Flow questionnaire 2_6,Flow questionnaire 2_7,Flow questionnaire 2_8,Flow questionnaire 2_9,Flow questionnaire 2_10,Flow questionnaire 3_1,Flow questionnaire 3_2,Flow questionnaire 3_3,Flow questionnaire 3_4,Flow questionnaire 3_5,Flow questionnaire 3_6,Flow questionnaire 3_7,Flow questionnaire 3_8,Flow questionnaire 3_9,Flow questionnaire 3_10,Flow_vacuuming,Flow_essay_writing,Flow_exercise,Flow_combined,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
16,100,127,1,1,1,1,19,Woman,104.012,3,2,3,4,4,2,5,3,3,4,4,4,4,5,5,4,4,5,4,5,3,3,4,5,5,5,4,4,5,5,3.3,4.4,4.3,4,555,18,Woman,2.2,4,4,1,2,4,4,0,0,3,0,0,4,2,2
193,100,114,1,1,1,1,20,Man,90.541,4,3,3,3,3,3,3,0,2,0,5,4,4,4,4,4,4,4,4,2,5,5,5,5,5,5,5,1,5,2,2.4,3.9,4.3,3.533333333,559,19,Man,2.35,4,4,0,4.5,5,4,0,0,2,0,0,5,5,4
334,100,130,1,1,1,1,21,Man,99.722,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.6,5,4.866666667,560,20,Man,2,4,4,1,3,4,2,0,0,2,0,2,0,1,5
442,100,150,1,1,1,1,20,Woman,126.641,4,3,4,4,4,4,4,3,4,4,4,2,3,3,2,2,2,3,3,2,3,3,3,2,2,3,2,2,3,2,3.8,2.6,2.5,2.966666667,564,19,Woman,0.6,1,0,0,0,0,0,3,0,2,0,5,0,0,0
638,100,162,1,1,1,1,44,Woman,125.924,2,2,3,3,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,2,3,2,2.3,4,2.6,2.966666667,565,43,Woman,2.55,5,4,3,1.5,5,5,1,0,1,0,3,0,2,1
114,100,222,1,1,1,1,57,Woman,201.67,0,0,2,0,2,0,2,0,0,2,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,0.8,2.7,2.7,2.066666667,566,56,Woman,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
228,100,226,1,1,1,1,19,Woman,160.897,4,4,4,4,4,4,3,2,2,0,3,2,2,1,1,2,1,1,2,4,3,1,3,3,4,4,3,2,2,1,3.1,1.9,2.6,2.533333333,568,18,Woman,1.8,3,4,0,1,3,3,0,0,4,0,0,4,1,1
503,100,195,1,1,1,1,19,Woman,166.144,0,1,1,2,0,1,1,0,0,1,1,2,3,4,1,3,5,0,2,2,4,5,4,5,4,5,4,1,3,4,0.7,2.3,3.9,2.3,570,18,Woman,2.3,5,5,0,3,4,1,0,0,3,2,4,1,3,3
496,100,149,1,1,1,1,20,Woman,116.227,0,0,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,0.5,1.8,1.5,1.266666667,571,19,Woman,1.2,3,2,0,0,3,1,0,0,3,0,0,5,0,0
561,100,246,1,1,1,1,20,Woman,165.292,4,3,4,4,4,4,3,1,2,3,5,5,5,5,4,5,5,3,5,4,5,4,4,5,5,4,3,2,3,3,3.2,4.6,3.8,3.866666667,572,19,Woman,2.15,2,3,2,3.5,3,2,0,0,3,3,3,3,3,4
474,100,105,1,1,1,1,19,Woman,87.369,4,2,4,3,5,4,4,2,3,2,3,2,3,4,3,2,3,1,4,3,3,2,3,2,4,3,2,1,2,2,3.3,2.8,2.4,2.833333333,573,18,Woman,2.05,4,5,0,0.5,4,3,0,0,4,0,0,5,1,0
3,100,112,1,1,1,1,19,Woman,80.912,3,2,2,2,2,4,4,2,4,3,4,2,3,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2.8,3.3,3.9,3.333333333,574,19,Woman,1.9,4,3,4,0,5,1,0,0,2,0,0,1,0,0
332,100,89,1,1,1,1,21,Man,60.851,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.666666667,579,20,Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,100,138,1,1,1,1,19,Woman,118.614,1,1,1,1,0,0,2,1,0,1,3,3,2,2,2,4,3,3,2,3,2,2,3,3,1,1,1,2,1,1,0.8,2.7,1.7,1.733333333,586,18,Woman,2.374,3,4,2,3.5,5,3,0,0,1,2.24,5,1,4,3
648,100,125,1,1,1,1,19,Woman,106.431,3,1,3,3,2,2,4,2,3,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,2.6,2.6,2.7,2.633333333,588,18,Woman,1.35,1,4,1,3.5,2,2,0,0,0,0,4,0,3,4
27,100,95,1,1,1,1,20,Woman,72.584,2,3,3,3,4,4,4,2,3,5,4,3,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3.3,4.1,4,3.8,590,20,Woman,3,5,4,1,1,5,5,5,0,3,1,1,1,1,1
594,100,193,1,1,1,1,20,Woman,163.526,2,0,4,5,5,4,4,2,4,3,4,4,4,4,5,5,4,1,4,3,5,5,5,5,5,5,5,3,5,5,3.3,3.8,4.8,3.966666667,591,18,Woman,2.287,4,4,1,2,4,2,0,0,2,3.87,3,5,1,3
669,100,124,1,1,1,1,27,Woman,105.623,3,4,2,3,3,0,2,0,0,0,5,4,4,4,4,4,4,5,4,5,5,3,4,4,4,4,4,3,5,3,1.7,4.3,3.9,3.3,593,26,Woman,2.3,5,4,4,0,4,5,0,0,1,0,0,1,0,0
401,100,154,1,1,1,1,21,Woman,119.15,0,0,2,0,1,1,3,0,1,0,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0.8,4.1,4,2.966666667,594,19,Woman,1.391,4,2,0,1.5,3,2,0,0,0,1.41,2,1,1,2
300,100,219,1,1,1,1,19,Other,170.712,2,4,3,2,4,4,2,1,2,0,3,2,4,3,4,2,3,1,2,1,3,2,3,2,4,1,1,0,2,4,2.4,2.5,2.2,2.366666667,595,19,Non-binary,0.941,2,3,0,0,1,1,0,0,1,1.41,2,1,0,0
375,100,117,1,1,1,1,20,Woman,92.046,4,4,4,4,4,0,4,4,4,2,3,3,2,5,0,2,4,1,0,0,4,4,5,5,5,2,3,1,4,2,3.4,2,3.5,2.966666667,597,18,Woman,1.25,2,1,1,3.5,3,2,0,0,0,0,3,0,4,3
663,100,1006,1,1,1,1,19,Man,947.657,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,2.7,2.7,2.7,2.7,599,18,Man,1.6,4,3,1,0,3,3,0,0,2,0,0,0,0,0
303,100,157,1,1,1,1,19,Woman,100.702,2,0,2,2,2,1,2,0,2,2,3,3,4,4,3,3,4,2,3,3,3,3,3,2,3,2,3,4,3,3,1.5,3.2,2.9,2.533333333,600,18,Woman,1.8,4,3,0,3,4,2,0,0,2,0,0,3,4,2
444,100,149,1,1,1,1,19,Woman,128.709,2,1,1,1,3,1,1,0,0,0,3,3,4,4,2,4,3,1,2,1,3,2,4,4,5,5,3,2,3,4,1,2.7,3.5,2.4,602,18,Woman,1.4,3,2,3,0,5,1,0,0,0,0,0,0,0,0
455,100,266,1,1,1,1,21,Woman,241.277,4,3,4,4,4,4,3,3,3,3,4,3,4,4,2,4,3,3,3,4,3,2,3,2,2,2,2,1,2,2,3.5,3.4,2.1,3,606,20,Woman,3.05,4,4,5,4.5,4,4,1,0,4,0,4,0,5,4
322,100,206,1,1,1,1,20,Woman,135.14,2,1,3,3,4,1,3,1,1,2,1,1,2,1,2,2,3,4,4,3,4,3,4,5,2,4,5,1,4,2,2.1,2.3,3.4,2.6,608,19,Woman,2.15,4,3,2,2.5,5,2,0,1,2,0,0,3,3,2
259,100,178,1,1,1,1,20,Woman,158.655,4,0,4,4,4,0,0,0,0,2,5,3,3,4,2,4,4,1,3,5,5,2,5,5,4,5,5,1,4,4,1.8,3.4,4,3.066666667,609,19,Woman,2.645,4,4,3,3,4,3,0,0,3,2.45,2,3,2,4
295,100,178,1,1,1,1,19,Man,144.657,1,1,3,1,1,0,0,0,0,0,3,5,4,3,2,4,4,0,2,4,3,0,2,4,1,3,4,0,1,4,0.7,3.1,2.2,2,610,18,Man,0.9,2,2,0,1,1,1,0,0,2,0,4,0,1,1
157,100,129,1,1,1,1,22,Woman,111.089,3,0,1,3,4,1,4,0,3,2,0,0,3,3,0,2,2,4,3,3,0,0,0,2,0,2,2,0,3,3,2.1,2,1.2,1.766666667,612,21,Woman,1.595,2,2,3,0.5,2,2,1,0,1,2.45,2,3,0,1
396,100,239,1,1,1,1,19,Man,173.459,3,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,4,2,1,2,3,1.8,0,2.4,1.4,617,18,Man,0.4,1,1,0,2,0,0,0,0,0,0,2,0,2,2
174,100,135,1,1,1,1,19,Woman,116.462,3,3,4,4,3,3,4,2,4,4,3,2,3,4,2,3,4,2,4,4,5,3,5,5,5,5,5,3,5,5,3.4,3.1,4.6,3.7,620,18,Woman,1.624,3,1,0,2,3,2,0,0,3,2.24,1,5,2,2
266,100,157,1,1,1,1,20,Man,95.253,2,1,2,3,4,2,4,1,3,2,3,3,4,2,4,4,3,2,3,1,4,4,4,4,4,5,5,3,4,3,2.4,2.9,4,3.1,623,19,Man,1.45,4,4,0,0.5,2,3,0,0,1,0,1,0,0,1
589,100,188,1,1,1,1,19,Man,172.078,3,0,3,4,4,2,1,0,3,3,5,4,5,5,4,4,5,4,5,5,1,1,1,4,4,3,4,4,3,4,2.3,4.6,2.9,3.266666667,624,18,Man,0.895,2,3,0,0.5,1,0,0,0,0,2.45,2,3,1,0
210,100,99,1,1,1,1,20,Woman,77.292,4,3,4,5,5,5,5,3,4,4,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,2,4,4,4.2,3.6,3.8,3.866666667,625,18,Woman,2.824,5,5,4,1,4,5,0,0,2,2.24,1,5,1,1
122,100,146,1,1,1,1,20,Woman,120.784,3,3,5,5,5,5,3,0,5,4,2,3,3,3,0,3,3,0,3,0,3,0,3,5,0,3,0,0,5,3,3.8,2,2.2,2.666666667,627,19,Woman,2.145,5,3,0,0,5,3,0,0,3,2.45,3,2,0,0
502,100,82,1,1,1,1,21,Woman,57.978,2,0,3,3,3,2,2,2,2,4,3,3,3,4,4,4,4,4,4,4,2,3,3,2,3,3,3,2,3,3,2.3,3.7,2.7,2.9,628,20,Woman,2.3,4,5,0,2,4,5,0,0,1,2,1,4,1,3
351,100,74,1,1,1,1,20,Other,56.788,4,4,4,5,5,5,5,2,4,4,5,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,2,2,2,5,4.2,5,2.2,3.8,630,19,Woman,1.6,5,5,0,2,1,0,0,0,3,0,0,0,1,3
108,100,91,1,1,1,1,20,Woman,73.601,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,4,2,4,2,4,4,4,4,4,4,4,2,4,4,4,2.9,3.8,3.566666667,633,19,Woman,2.65,5,5,3,0.5,5,4,1,0,3,0,4,0,1,0
612,100,120,1,1,1,1,19,Woman,91.147,0,0,0,0,1,1,3,0,1,1,4,2,4,4,4,4,4,1,4,4,4,2,4,5,4,4,5,3,4,4,0.7,3.5,3.9,2.7,634,18,Woman,2.8,4,5,3,5,5,3,0,0,3,0,0,0,5,5
188,100,136,1,1,1,1,19,Man,95.372,2,1,2,2,2,2,2,0,2,1,4,4,3,4,4,4,4,2,4,4,2,1,2,1,1,2,2,0,2,1,1.6,3.7,1.4,2.233333333,638,18,Man,1.541,2,3,4,2,2,1,0,0,0,1.41,2,1,2,2
446,100,103,1,1,1,1,21,Woman,84.063,1,1,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,1,3,2,3,4,4,4,4,4,4,2,4,4,1.4,2.7,3.7,2.6,639,20,Woman,2.35,4,5,4,0.5,5,3,0,0,2,0,0,5,0,1
264,100,154,1,1,1,1,20,Woman,121.18,3,2,2,3,4,3,4,2,3,3,2,3,2,3,1,3,3,1,4,3,3,3,3,4,3,4,4,2,3,4,2.9,2.5,3.3,2.9,642,19,Woman,1.724,4,2,1,1,3,3,0,0,1,2.24,5,1,1,1
636,100,145,1,1,1,1,19,Woman,101.87,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,0,1,1,4,4,4,4,4,4,4,4,4,4,2.1,1.1,4,2.4,645,19,Woman,2.35,4,2,3,2.5,3,4,0,0,5,0,0,5,2,3
404,100,228,1,1,1,1,20,Woman,205.675,1,0,0,0,0,0,0,0,1,0,2,5,5,5,3,5,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0.2,3.8,0,1.333333333,647,19,Woman,2,1,3,1,4,3,4,2,0,0,2,2,2,4,4
676,100,127,1,1,1,1,20,Woman,106.762,3,3,3,3,3,3,3,3,3,3,5,3,5,5,3,3,5,3,5,5,3,3,5,5,5,3,3,5,5,5,3,4.2,4.2,3.8,648,19,Woman,1.583,3,5,0,3,0,1,0,0,1,2.83,4,2,3,3
329,100,171,1,1,1,1,20,Woman,135.46,1,0,1,2,1,1,1,0,1,2,1,1,3,4,2,2,3,1,3,3,2,1,2,2,1,1,2,1,3,3,1,2.3,1.8,1.7,649,19,Woman,1.5,2,2,3,0,3,3,0,0,1,1,1,1,0,0
348,100,126,1,1,1,1,22,Woman,99.184,1,0,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,1.2,1.7,4,2.3,653,21,Woman,1.85,5,4,0,2.5,0,0,5,0,2,0,5,0,2,3
224,100,55,1,1,1,1,19,Woman,37.221,2,1,3,2,2,3,1,3,0,1,1,4,2,3,3,1,3,1,3,3,1,3,3,2,2,1,5,2,2,2,1.8,2.4,2.3,2.166666667,654,18,Woman,2.2,4,3,2,2,4,3,2,0,2,0,0,4,2,2
51,100,190,1,1,1,1,19,Woman,152.065,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.7,4.8,5,4.833333333,658,19,Woman,2.05,3,2,3,3.5,4,3,0,0,2,0,0,3,4,3
171,100,209,1,1,1,1,58,Woman,164,3,3,4,4,4,4,4,4,4,4,5,3,4,4,4,5,4,5,4,5,3,3,3,4,3,4,4,3,3,4,3.8,4.3,3.4,3.833333333,659,57,Woman,1.75,4,4,0,2.5,3,4,0,0,0,0,0,3,2,3
139,100,83,1,1,1,1,19,Woman,58.002,4,3,4,5,4,4,4,2,3,4,5,1,4,5,3,4,4,0,4,3,5,5,5,5,5,5,5,4,5,5,3.7,3.3,4.9,3.966666667,661,18,Woman,0.55,2,1,1,1.5,0,0,0,0,0,0,2,0,1,2
284,100,99,1,1,1,1,20,Woman,75.342,4,3,3,4,4,4,4,1,4,3,5,5,5,5,5,5,5,5,5,5,4,2,3,3,3,3,3,2,3,4,3.4,5,3,3.8,665,19,Woman,1.1,2,1,0,2,3,3,0,0,0,0,3,0,2,2
641,100,88,1,1,1,1,19,Prefer not to say,65.501,2,3,5,5,5,5,5,4,5,3,4,2,3,3,1,4,3,4,3,4,5,5,5,5,5,5,5,5,5,4,4.2,3.1,4.9,4.066666667,667,18,Non-binary,2.2,4,4,3,1,4,5,0,0,1,0,0,4,0,2
644,100,144,1,1,1,1,20,Woman,96.701,0,0,2,1,0,0,0,0,0,1,0,1,2,3,0,3,1,0,2,2,2,0,0,1,0,0,1,0,1,1,0.4,1.4,0.6,0.8,669,19,Woman,1.95,4,5,2,0.5,1,4,0,0,3,0,5,0,0,1
623,100,78,1,1,1,1,22,Woman,59.28,3,4,4,4,5,5,4,1,4,4,3,3,4,4,4,3,4,2,4,4,4,3,5,5,4,4,5,1,4,5,3.8,3.5,4,3.766666667,672,21,Woman,2.187,2,3,4,2,2,3,0,0,2,3.87,3,5,1,3
9,100,147,1,1,1,1,22,Woman,117.896,4,4,4,4,4,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3.8,5,4.7,4.5,675,21,Woman,1.8,3,2,2,3,4,3,0,0,1,0,4,0,3,3
85,100,122,1,1,1,1,19,Woman,91.832,3,1,3,3,3,3,3,1,3,3,3,1,3,3,2,3,3,0,2,3,3,0,2,2,2,2,3,1,1,1,2.6,2.3,1.7,2.2,679,18,Woman,1.7,4,3,1,2,3,3,0,0,1,0,0,4,2,2
91,100,109,1,1,1,1,18,Man,92.117,3,2,4,3,5,3,4,0,1,5,3,3,5,4,4,5,4,5,3,3,5,4,5,5,4,5,4,3,4,5,3,3.9,4.4,3.766666667,680,18,Man,2.4,5,4,3,1,3,2,0,3,2,1,1,1,0,2
645,100,129,1,1,1,1,21,Man,108.402,4,4,4,3,5,3,3,2,3,2,4,3,4,4,1,3,3,1,0,4,4,4,4,5,4,5,4,2,4,4,3.3,2.7,4,3.333333333,681,19,Man,1.1,3,1,0,1,4,1,1,0,0,0,0,0,2,0
515,100,86,1,1,1,1,19,Woman,67.164,2,0,2,2,2,2,2,0,1,0,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,3,2,1.3,4,2.9,2.733333333,682,18,Woman,1.6,3,2,2,2,3,3,0,0,1,0,5,0,1,3
657,100,133,1,1,1,1,20,Woman,96.401,5,4,4,4,5,5,5,3,3,5,3,3,3,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,4.3,4,5,4.433333333,686,19,Woman,0.316,0,0,0,0,0,0,0,0,0,3.16,5,2,0,0
294,100,190,1,1,1,1,19,Woman,132.07,1,1,4,2,3,3,1,1,1,2,3,2,3,3,3,3,4,1,4,4,3,3,3,3,4,4,4,1,4,4,1.9,3,3.3,2.733333333,687,18,Woman,1.45,3,1,0,2.5,3,3,0,0,2,0,0,4,3,2
499,100,129,1,1,1,1,19,Woman,101.679,3,3,3,2,3,3,3,2,3,4,3,2,3,3,4,1,2,5,2,2,4,4,4,4,4,4,4,3,4,4,2.9,2.7,3.9,3.166666667,689,18,Woman,1.45,5,3,1,1.5,4,0,0,0,0,0,0,4,2,1
576,100,164,1,1,1,1,20,Woman,133.049,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,2,4,4,2,2,3,4,3,4,2,1,3,3,2.7,2.8,2.833333333,690,19,Woman,1.7,4,3,1,0,3,4,0,0,2,0,0,5,0,0
383,100,130,1,1,1,1,20,Woman,101.889,0,0,2,4,2,1,1,4,3,5,1,1,1,4,0,3,4,4,3,4,0,0,3,4,3,3,4,4,5,2,2.2,2.5,2.8,2.5,691,20,Woman,1.95,4,4,0,2.5,4,2,0,0,3,0,0,5,3,2
418,100,165,1,1,1,1,19,Woman,145.982,4,2,4,2,2,2,1,0,2,2,3,3,3,2,1,2,3,1,4,2,2,0,1,0,2,1,0,0,1,1,2.1,2.4,0.8,1.766666667,692,18,Woman,2.274,5,4,0,2.5,4,4,0,0,1,2.24,1,5,2,3
5,100,92,1,1,1,1,21,Man,69.41,2,2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,4.4,3.8,5,4.4,695,21,Man,1.45,2,4,1,1.5,2,1,0,0,3,0,5,0,0,3
625,100,234,1,1,1,1,21,Woman,180.246,4,0,0,0,4,0,0,0,0,3,5,0,2,0,1,0,4,1,0,5,4,3,3,0,5,0,0,0,0,4,1.1,1.8,1.9,1.6,699,20,Woman,1.85,5,5,1,1.5,2,0,0,0,4,0,0,0,0,3
451,100,115,1,1,1,1,20,Woman,96.026,2,1,2,2,2,1,1,1,1,2,3,2,3,4,3,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,1.5,3.3,5,3.266666667,705,19,Woman,1.446,4,4,0,0,2,0,0,0,1,3.46,4,3,0,0
59,100,90,1,1,1,1,29,Other,69.431,4,4,4,4,4,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,2,3,3,3,2,4,5,4,4,3.7,4.9,3.5,4.033333333,706,28,Non-binary,2.2,3,3,2,3,4,2,0,2,3,0,5,0,3,3
167,100,165,1,1,1,1,19,Other,77.26,3,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,3,3,3,3,2,2,3,3,4,2,3,2,2.1,3.5,2.7,2.766666667,707,18,Non-binary,1.15,2,3,2,2.5,1,1,0,0,0,0,4,0,2,3
572,100,116,1,1,1,1,19,Woman,91.73,1,0,2,2,3,1,2,1,0,1,5,3,5,4,5,5,5,5,4,5,3,3,2,4,4,4,2,2,4,4,1.3,4.6,3.2,3.033333333,710,18,Woman,2.25,4,4,2,3.5,4,3,0,0,2,0,5,0,3,4
209,100,398,1,1,1,1,19,Woman,355.668,2,2,3,2,1,2,3,2,3,1,1,1,3,2,2,3,2,4,5,2,2,4,2,4,3,2,3,1,4,2,2.1,2.5,2.7,2.433333333,711,18,Woman,3.1,4,3,3,4,5,3,3,1,5,0,0,2,3,5
635,100,121,1,1,1,1,19,Woman,76.679,1,0,1,1,1,3,1,0,2,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1.2,4.8,5,3.666666667,712,18,Woman,1.35,4,3,0,0.5,4,2,0,0,0,0,5,0,1,0
611,100,156,1,1,1,1,19,Woman,124.468,3,2,3,2,2,3,3,3,2,2,1,3,2,2,3,3,2,2,1,2,1,3,2,1,2,1,2,2,1,2,2.5,2.1,1.7,2.1,713,18,Woman,1.991,2,4,1,1.5,3,2,4,0,1,1.41,2,1,0,3
258,100,192,1,1,1,1,22,Woman,123.997,3,3,4,5,3,3,5,1,5,4,3,2,3,4,4,4,4,1,3,1,4,3,4,5,3,4,4,3,4,3,3.6,2.9,3.7,3.4,718,21,Woman,1.4,4,2,1,0,3,3,0,0,1,0,5,0,0,0
145,100,88,1,1,1,1,19,Woman,59.942,3,1,2,2,2,2,2,1,4,2,4,2,2,2,3,3,3,1,2,2,3,2,1,3,3,2,3,2,2,2,2.1,2.4,2.3,2.266666667,720,18,Woman,1.7,4,4,1,0,4,3,0,0,1,0,0,1,0,0
664,100,97,1,1,1,1,19,Woman,70.336,3,3,3,3,1,1,3,0,4,3,5,4,5,5,4,4,5,1,5,5,3,3,4,4,4,4,4,3,4,3,2.4,4.3,3.6,3.433333333,723,18,Woman,1.9,4,4,0,3,3,1,0,0,4,0,0,0,3,3
182,100,213,1,1,1,1,20,Woman,186.651,4,3,5,5,5,5,5,5,5,5,3,2,3,4,3,4,3,1,3,3,4,3,4,4,4,4,3,2,3,3,4.7,2.9,3.4,3.666666667,724,19,Woman,1.35,5,1,1,0.5,3,2,0,0,1,0,5,0,1,0
163,100,134,1,1,1,1,19,Woman,105.239,2,1,2,1,1,1,1,1,1,1,3,1,2,3,2,3,3,4,3,3,4,4,4,5,5,4,4,4,4,4,1.2,2.7,4.2,2.7,725,18,Woman,1.8,3,2,0,1,2,3,0,5,2,0,0,0,1,1
436,100,121,1,1,1,1,20,Woman,95.323,3,4,4,4,4,3,4,3,4,4,3,4,5,5,5,5,5,5,5,5,4,2,3,3,2,5,3,1,2,1,3.7,4.7,2.6,3.666666667,726,19,Woman,2.25,4,4,3,1.5,4,4,0,0,2,0,1,0,2,1
185,100,97,1,1,1,1,20,Woman,74.895,3,2,3,3,3,3,2,0,2,1,2,1,2,2,0,1,1,2,1,1,3,4,4,4,4,4,4,4,4,4,2.2,1.3,3.9,2.466666667,727,19,Woman,0.45,1,1,0,1.5,0,1,0,0,0,0,0,5,1,2
677,100,90,1,1,1,1,20,Woman,69.029,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,2.8,3,5,3.6,729,19,Woman,1.283,2,3,0,0,3,0,0,0,2,2.83,2,4,0,0
323,100,194,1,1,1,1,19,Woman,169.264,4,3,5,5,3,4,5,4,5,4,4,3,4,4,3,4,4,4,4,4,5,3,4,5,4,4,5,3,4,5,4.2,3.8,4.2,4.066666667,733,18,Woman,1.6,4,2,1,2,3,4,0,0,0,0,4,0,2,2
525,100,125,1,1,1,1,19,Prefer not to say,106.202,2,3,3,4,4,3,2,2,3,4,3,2,4,3,4,4,4,4,3,3,4,5,3,4,4,3,3,2,3,3,3,3.4,3.4,3.266666667,736,19,Non-binary,2.1,3,5,0,3,4,1,0,2,3,0,0,1,4,2
274,100,125,1,1,1,1,20,Woman,101.847,0,0,3,3,1,2,0,0,5,5,3,3,4,5,2,5,5,3,0,5,4,0,4,4,4,2,5,0,5,4,1.9,3.5,3.2,2.866666667,737,19,Woman,1.8,5,5,0,0,2,4,0,0,2,0,0,1,0,0
548,100,164,1,1,1,1,19,Woman,138.243,2,1,3,2,3,3,3,1,2,2,2,1,2,2,2,3,1,4,1,2,3,4,4,4,3,3,4,2,3,2,2.2,2,3.2,2.466666667,738,18,Woman,1.6,4,4,0,0,2,1,0,0,5,0,3,0,0,0
457,100,180,1,1,1,1,20,Woman,162.727,1,0,2,3,3,1,1,3,2,2,5,5,4,5,3,5,5,4,5,5,4,3,4,5,5,5,4,3,4,5,1.8,4.6,4.2,3.533333333,739,19,Woman,1.55,4,5,0,0.5,3,2,0,0,1,0,0,1,0,1
371,100,236,1,1,1,1,19,Man,172.403,4,2,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,3,1,3,3,4,3,3,4,3,3,3,3,3,3,740,18,Man,1.9,5,5,0,2,3,1,1,0,2,0,0,1,1,3
658,100,116,1,1,1,1,21,Woman,93.723,4,3,4,4,5,5,3,1,3,4,4,2,4,4,3,4,3,1,3,4,4,4,5,5,5,5,4,2,4,5,3.6,3.2,4.3,3.7,741,20,Woman,2.35,4,5,2,2.5,3,4,0,0,1,2,4,1,1,4
302,100,188,1,1,1,1,21,Woman,142.469,4,1,4,4,5,5,5,1,4,3,3,1,3,3,1,2,3,0,2,2,5,5,5,5,4,5,5,4,5,5,3.6,2,4.8,3.466666667,742,20,Woman,2.274,4,4,1,2.5,2,4,0,0,3,2.24,5,1,2,3
308,100,127,1,1,1,1,20,Woman,95.802,1,1,3,1,1,2,1,1,1,2,2,1,4,4,2,4,4,2,3,4,0,0,2,3,1,3,2,0,1,1,1.4,3,1.3,1.9,745,18,Woman,1.55,4,4,0,0.5,4,2,0,0,1,0,4,0,1,0
386,100,183,1,1,1,1,20,Woman,137.838,1,0,1,1,2,2,2,0,1,2,3,3,3,3,3,3,4,0,3,3,3,1,2,2,2,2,3,0,2,1,1.2,2.8,1.8,1.933333333,753,19,Woman,0.5,1,1,2,0,1,0,0,0,0,0,1,0,0,0
537,100,146,1,1,1,1,20,Woman,122.868,1,0,0,0,1,1,1,0,0,0,2,4,3,3,2,2,3,1,4,3,0,0,2,2,1,0,2,0,2,1,0.4,2.7,1,1.366666667,756,19,Woman,0.4,1,1,0,0,1,1,0,0,0,0,0,0,0,0
